,原料换热器管程总管进口温度,1.0MPa蒸汽进装置温度,氮气进装置流量,稳定塔顶压力,K101机出口压力,蒸汽进装置流量,加氢裂化轻石脑油进装置流量,辛烷值1RON,"硫含量2,μg/g",预测的辛烷值损失,预测的辛烷值,预测的硫含量
0,54.78854224999999,186.37644,596.3076649999998,0.66005165,3.097114375,2310.440974999999,4535.729,89.4,3.2,1.1678893925140859,88.23211060748592,3.501698280831473
1,54.78854224999999,186.37644,546.3076649999998,0.66005165,3.097114375,2310.440974999999,4535.729,89.4,3.2,1.1322414043167317,88.26775859568328,3.506956908554029
2,54.78854224999999,186.37644,496.3076649999998,0.66005165,3.097114375,2310.440974999999,4535.729,89.4,3.2,1.096638581498313,88.3033614185017,3.5122088736870314
3,54.78854224999999,186.37644,446.3076649999998,0.66005165,3.097114375,2310.440974999999,4535.729,89.4,3.2,1.0610809057567838,88.33891909424322,3.517454178930313
4,54.78854224999999,186.37644,396.3076649999998,0.66005165,3.097114375,2310.440974999999,4535.729,89.4,3.2,1.0255683587852094,88.3744316412148,3.522692826984432
5,54.78854224999999,186.37644,346.3076649999998,0.66005165,3.097114375,2310.440974999999,4535.729,89.4,3.2,0.990100922280236,88.40989907771977,3.527924820549412
6,54.78854224999999,186.37644,296.3076649999998,0.66005165,3.097114375,2310.440974999999,4535.729,89.4,3.2,0.9546785779435129,88.4453214220565,3.5331501623245423
